User,Followers,nFs,All_Followers,nF
favasconcelos,"frankjuniorr,ericbbraga,andremelo87,jalexc,tamiresa",5,"jalexc,luizbraga,ericbbraga,frankjuniorr,andremelo87,andremion,Shur,Lin,tamiresa,renatojoa,cenaion",10
alinedoleron,"clovisdasilvaneto,interaminense,diegonvs,alexpessoajr,grodrigues",5,"filipe,cantarelli,fernandosouza,ygorcosta,interaminense,alexpessoajr,diegonvs,grodrigues,clovisdasilvaneto,luanpontolio,matuzalemsteles,marknemesis,erravimishra1,akinhwan,mksmady,maiconboer,ehabmsd",16
djalmaafilho,"willfelix,jonatascp,Jemesson,phsg,sflorencio",5,"Jemesson,joaocalixto,matheusreichow,willfelix,pranavlathigara,jpataide,sflorencio,rodrigoHime,ph182,jonatascp,fernandobatista,phsg,binhosemcrause,lguarana27,jwyterlin,osaulo,myllercf,besser,yyuripp",19
Masterfoni,"valterh4ck3r,frog789,ThomasSousa96,joaopaulosama,EduardoAmaral",5,"frog789,TheKoala,joaopaulosama,Danilopsilva,ThomasSousa96,JhonattasFerreira,phcp,valterh4ck3r,EduardoAmaral",9
caiobsouza,"lhaisrs,jonathasbsouza,tomazhawkjr,palaciowagner,palaciowagner",5,"yankasantos,edu,bot,mariCampos,BarbaLoira,fernandofribeiro,lhaisrs,jonathasbsouza,dplewis,opengiineer,petrusxz,RainbowGenius,tomazhawkjr,palaciowagner,isabellyfd,Jmgmartig,ItaloSa,jeanbauer,rftHusn,SophieAu",19
hnka,"henvic,SilvaDecio,vbsilva,sccrn,eduardascharnhorst",5,"henvic,JCelia,sccrn,mjuliagfl,SilvaDecio,CiroboyBR,technologiclee,caroolpmelo,rodrigoHime,yhirano55,eduardascharnhorst,casc2,vbsilva",13
FranciscoMarinho,"karlafalcao,frankjuniorr,thiagoolsilva,lpmourato,wallacethierre",5,"dpcavalcanti,mstred,3box,wallacethierre,karlafalcao,frankjuniorr,justinharringa,lpmourato,MichalPaszkiewicz,yankasantos,thiagoolsilva,rubemmoura,Programming76,haroldogtf,mstraughan86,AdiChat,letaniaferreira,rftHusn",18
brandizzi,"interaminense,diegonvs,alexpessoajr,inacionery,pedroqueiroz",5,"douglas,sergiosanchez,thiago,rocha,ajsb85,inacionery,rafaelyokota,dustinryerson,leoadb,pedroqueiroz,wschenkel,deepeeess,KevinHock,interaminense,alexpessoajr,diegonvs,akinhwan",16
gabrieldluca,"Juniorlimaivd,penelopearaujo,AugustoQueiroz,VanessaVieiraVV,claudiopacheco",5,"claudiopacheco,vitorlima,vl,marknemesis,acl5,eliezerpedro,Evahgr3en,manuellavalenca,EmersonVictor,dlsr,annacalheiros,camilaacirne,penelopearaujo,rfl3,Lucas,CardosoO,iillx,Juniorlimaivd,VanessaVieiraVV,AugustoQueiroz",18
lubarinobr,"JohnsonMauro,joelnetodev,witerbino,GutenbergCarlos,larislav",5,"jadsrocha,witerbino,GutenbergCarlos,WgCarlos,yankasantos,JohnsonMauro,JeanDuarte00,iltonkp,larislav,victorhsanjos,joelnetodev,douglasffilho",12
Vitor0liveira,"iagobelo,rodolfoestevam,luhanlacerda,MatheusSouza12,lauriavictor7",5,"lauriavictor7,luhanlacerda,Mavbraz,rodolfoestevam,Luizdidier,iagobelo,MatheusSouza12",7
sergiohampel,"luiztiago,guilhermefarias,arthurmichel,WandersonAlves,leonardopaiva",5,"nrayann,guilhermefarias,luiztiago,arthurmichel,mikejavier,leonardopaiva,brunocasanova,luizbatista,WagnerCunha,lucasselliach,diiegocavalcanti,WandersonAlves,AnnaGabriela",13
dudurocha,"filipeximenes,renatooliveira,arthuralvim,irgmedeiros,felipefarias",5,"filipeximenes,luisgabriel,felipefarias,brunocoelho,renatooliveira,jhash,irgmedeiros,fernandolins,arthuralvim,angusshire",10
AugustoQueiroz,"Juniorlimaivd,gabrieldluca,igormp,prximenes,PunishedBois",5,"igormp,prximenes,PunishedBois,iillx,EmersonVictor,gabrieldluca,Juniorlimaivd,naftalima,Lucas,CardosoO",9
guilhermepaiva,"dvro,JoaoGFarias,antoniocorreia,adailsonfilho,felipedemacedo",5,"GibaTrindade,JoaoGFarias,Jacktony,rafaelcaricio,dvro,antoniocorreia,angusshire,MichalPaszkiewicz,Programming76,adailsonfilho,felipedemacedo,ItzLevvie,mstraughan86,vkandola,rftHusn,batermj",16
tarruda,"henriquemenezes,paulolieuthier,meiralins,dapine,spider8",5,"Sannis,danielmahon,csjaba,FergusRedican,Victorious,abhi,miohtama,eughenio,ryross,thurloat,jhmilan,aekkasilp,izhangleilei,khalil,tabbal,isaiasmac,NiloBohn,kishoregorle,orige,paulocoliver,alecerosiete,klederson,od3n,luis,kaufmann,silva,frenzymedia,abunour,invasionofsmallcubes,daniwebss,lifesite,abunour22,mesandoval,msmosso,joegalaxy71,BrahimBoulkriaat,jefersonperrot,minhnvt1,pmaingi,filipecrosk,mesaravanan,ogny,leoj3n,Pana,ashleyh,h2ero,shemerey,aaronlifton,jnettome,mweibel,viktor,evdokimov,blueyed,else,mauricioabreu,cweagans,songgao,viszu,avelino,douglarek,BeTmAsTeR,vheon,yuchen,endel,oblitum,city41,a,sk,prereflect,Sourceless,acx0,reedes,VjRashmi,noctuid,mhaidarh,tbranyen,bunsenmcdubbs,sidorares,bolasblack,a13xb,vtpp,rolisz,tregusti,thiderman,jjvein,ouabing,Happy,Dude,luisgabriel,jjsantos,prodigeni,ionux,stillzhl,xiaoduo,terlar,barrabinfc,fhferreira,dvidsilva,llrt,pedrofranceschi,wjx,fraga,axilleasiv,hupili,yefb,tymm,matsko,douglasdrumond,luuse,snatchev,danjesus,gaving,guygal,ruoshan,rajaravivarma,r,satyrius,georgeanderson,rafamoreira,andrew,luizwbr,denerblack,chrishokamp,Wyntau,saulojmc,aschneiderg,yesenarman,daltonmatos,dragonfax,saghul,nicolasacchi,kmf,paulelms,ibrahimsag,marcker,marcoscoelho,mudox,tony,jdavis,nicolaslazartekaqui,zacts,MartinBrugnara,vapniks,thiagovas,hlilje,kassio,vaxXxa,TeddyBear06,iansinnott,mvrilo,EzekKkiel,rbaron,suxinde2009,jjangsangy,perok,iwinux,rainerborene,gribeiro,travisjeffery,genoma,j1wilmot,kepbod,Chilledheart,nate00,santhoshr,tonatiuh,GoAwayPeter,rmoriz,josemalcher,Alive,AttemptTheLifeGangHouse,longdeqidao,TheSoftwareGuy,markfarrell,florianajir,0xae,BlackEdder,Khunpisit,myeyesareblind,netvarun,tarcisiocjr,kuntau,lovelock,suy,eschwabe,faeliaso,andresosorio86,chipocrudos,ucasano,whyreal,nhtzr,dewaka,renstrom,YaronWittenstein,daniloisr,vialrogo,neitanod,gkunwar,myitcv,gmaggior,daGrevis,acrao,jelera,rafi,UmkaDK,fwalch,jb55,bluddy,charlenopires,HTshandou,Passw,TetragrammatonHermit,jlngllt,khalidchawtany,ruthenium,bluepowder,elmart,tors,YaroslavGaponov,weirongxu,marcelino671,faceleg,abasak,deniscostadsc,jvang2003,ARoiD,bohrshaw,osmanyazici,JikkuJose,fanchangyong,dwieeb,felipap,lpirola,neeasade,philss,InFog,shawnohare,paulolieuthier,syswow,blastmaster,di3goleite,mkusher,yuealves,ivancrneto,rgrinberg,ladislas,isovector,juejung,sullyj3,tungel,erroneousboat,lazywei,jochenvdv,pacuna,dcai,adambiggs,simonweil,gilbertwyw,etcinit,xanderdunn,Tranquility,erthalion,danihodovic,beloglazov,diffractometer,ArcoMul,Numkil,lwille,revdan,everpointer,just,barcodes,gbaptista,raunaqrox,mkfifo,rockneverdies55,muhammad,burhan,knakayama,panders23,lucamezzolla,drwx,gsec,felipeluna,rrcosta,iasoon,sheharyarn,myshov,mikepjb,edinhomartins9,Shougo,ZzCalvinzZ,xieyunzi,changbiao,BlueMonday,fin618,gabrielpconceicao,ajnsit,foocraft,eipplusone,zchee,rafaeln,haomingz,Mangierre,rygwdn,iagopiimenta,wk,j,timfeirg,mcgirr,svanburen,Psidium,mjacobus,cnbin,RobertMarton,razzius,diegopenhanut,marcovirtual,mtchllbrrn,tomaszj,lingsha17,christiansu,pauloromeira,jakohole,naumazeredo,samtron1412,nestortmj,steelsojka,cyrixhero,macat,wyantb,cmizony,vagnerdev,pnakibar,fpereira1,rsdenijs,tamorim,tonekk,gcstr,vbauerster,ryyppy,sublimino,kpearson,raghuugare,piglei,jbsilva,andsild,wdv4758h,meiralins,toniokroeger,JackDanger,jared,skinner,danilogr,jorge,jbs,aru777,bheesham,fredr,dcgudeman,lborgav,zloban,roberbnd,felladrin,spider8,lezorich,soyelmnd,theExperiences,SchDen,cielpy,kennym,jasontbradshaw,sebglazebrook,KomaBeyond,stik3nd,sysbot,papucho,cozywigwam,geonik,seatownrocks,miolini,DionysusG,xjose97x,bo,wu,riyasmohamedmr,jwilm,ianks,oversize,smarquez1,thalesmello,wsdjeg,Michaelizm,daynin,sinetoami,jpruiz114,nhooyr,ApolloTang,Yackback,ermyas,C,Radius,andrewsuzuki,SirHash,SolaWing,hitripod,zhuochun,chrsp,plhwin,Fluen,Shanjiv,dapine,normful,Macmod,nicolaiskogheim,ninrod,hxegon,Xerkus,askamiroff,JiriChara,onlurking,medeirosthiago,henriquemenezes,hansrodtang,sunjay,hakoerber,douglascamata,tweekmonster,NL057,alexfradiani,hijaycool,kt3k,fsouza,hashhar,drodrigo,ochocolas,davecoates,nexusstar,julianosaless,cometsong,chrisenytc,MichalPaszkiewicz,alexandrelucchesi,vijayanant,javogel,tosipaulo,mcchrish,stevelorenz,fab,du,andrewmichaud,popkinj,NguyenTrungTin,RaymondCrandall,tjdevries,thiagodebastos,Lafaiet,haifengkao,nongiach,lwilkerjr,bigalnz,nkypy,gvillalta99,jittuu,timofonic,ORCm,Kingster,diegosurita,jorgemdnt,P4Cu,guilhermeleobas,subhojit777,romildojpaiter,caoer,dvinciguerra,matheus,SJTUboy,changhwikim,rzani,douglascorrea,d,g,h,kawasakikou,lzzluca,hacklschorsch,drrzmr,bboydflo,felippenardi,audhityaMoose,nael8r,cidiomar,jr,alcipir,altair,roberto,weslly,ggerico,loliktry,tonykevin,gvassallo,arthurmco,stsewd,matagus,emanoelvianna,sballert,clay,f,felipek,giann,aklt,freestatman,jceb,marcelofidelix,jcdenaes,lourkeur,matheuss,shmcgrath,b4ut4,djsharox,bryphe,luizdotpro,fish2000,rekcahi,dlresende,ArnaudParan,laborautonomo,iosmanthus,alexche8,nkantar,FurtiveNeptune,mdutra,Dooor,sunlijun,franklinjavier,tjsampson,brunojm,kennetpostigo,vincentyangcoursehero,dimiro1,gabriel2761,geiltonxavier,gustavolivrare,wolfram77,nfultz,zhujinxuan,Kasama,Wallchs,mubassirhayat,jvanz,Vrroom,tuanphpvn,mavier,I60R,AlexxNica,rod,stuchi,DavidUser,dunstontc,kumaranvpl,zaisheng,citlacom,Giannisduke,davidedc,SMcDonnell,jacobzlogar,mshindal,gq23401,maojr,SurfaceB00k,caianrais,vianaweb,mul14,John,Lin,wellington1993,kiooss,falconsw,ravigehlot,wilon,Bunlong,jimpsson,JoelWachsler,relson,yshalenyk,Asheq,meitham,bmedicke,samuelmaddock,gynet,jetamartin,avimehenwal,kvsrh,atomic,jits",570
chocoelho,"arthuralvim,vanessa,arineto,hugobessa,amandasavluchinske",5,"Ziul,alvarofernandoms,alexandreab,rodrigoncalves,danielteles,thiagovsk,josepedro,cotrim149,angusshire,paulohtfs,joenio,pwener,macartur,TomazMartins,matiasinsaurralde,gilsondev,Thaiane,Milhano,kamranhossain,EduardoBrasil,ViniciusCPSouza,sergiomario,nfultz,mohamedtarek55,arthuralvim,hecomp,PCManticore,vonpupp,radovankavicky,tchaguitos,hugobessa,NehemiasEC,abmaelsantos,vanessa,amandasavluchinske,mariocesar,KevinHock,alessandroHenrique,arferreira,arineto",40
ericbbraga,"arthuralvim,frankjuniorr,favasconcelos,andremelo87,tamiresa",5,"arthuralvim,favasconcelos,frankjuniorr,andremelo87,andremion,pranavlathigara,Shur,Lin,tamiresa,mirshahbazi,jbalves",10
Leviterus,"ovictoraurelio,ThiagoAugustoSM,romildojuliano,LGR3,GabrielVanderlei",5,"ThiagoAugustoSM,ovictoraurelio,romildojuliano,LGR3,SteffanoP,GabrielVanderlei",6
douglaslira,"karlafalcao,tuliohmendes,AbrantesMar,fehaa,joaopaulosama",5,"tuliohmendes,darlanalves,rodrigopaiva,marcofloripa,chrisenytc,fusuma,plcosta,gustavocosme,yuricamara,jaffarc,cristianounix,lvendrame,ddetoni,IgorDePaula,fredericksilva,arnaldorusso,AlexandreProenca,rafael,henrique,oliveira,Yeasinm93,darkSasori,Pozzoooo,israel,santiago,praxis,renanoaraujo,OswaldoRMarques,eduardonunesp,jrnin,haroldoramirez,cassiosantos,laurilopes,AbrantesMar,EduardoLima806,fehaa,mstraughan86,nfultz,joaopaulosama,karlafalcao",36
mateusrevoredo,"fchicout,FranciscoMarinho,ThomazFB,marlosin,deyvisonbm",5,"frenetic,ThomazFB,marlosin,Icons8,Team,deyvisonbm,brunocasanova,cusspvz,gabrielpconceicao,pauloromeira,mikegwhit,dpcavalcanti,rayana,angusshire,shanmukh11,scr34m0,justinharringa,riyasmohamedmr,VagrantStory,di3goleite,FranciscoMarinho,fchicout,dalinhuang99,fridzema",23
jonathanslima,"talitaoliveira,matheusFTC,andersongns,feliciosan,lrsilva",5,"JotaVeUltra,MarcosOshiro,MichalPaszkiewicz,afonsopacifer,idlua,woliveiras,LarissaAbreu,divertoso,sergiokopplin,theandersonn,talitaoliveira,andersongns,PhillipeBurgos,NikolaiCinotti,lucasbento,Vermisse,wagnerssouza,edu,bot,thiagolacerdadesouza,feliciosan,sibelius,leeyamkeng,matheusFTC,kusha,b,k,rafascripts,Solon97,juliavi,mstraughan86,wagnerrodrigo,englishL,lrsilva,caioalexandrebr,indrajithbandara,marknemesis,arifulbgt4,renatonascalves,claybson,rftHusn,Luizgcsneto",39
