Member,Owner
"eduardascharnhorst/blog,ehammo/CodeCup2016,luucasv/ensinae,PedroHRDiniz/PLN-Final-Project,rafaelhora/SRE-HandsOn,RafaelMarinheiro/Stig-Client,RaiTamarindo/HTTPWatchdog,rlfscin/PLN,rlfscin/SisCom,VictorLealdeAlmeida/Mosquito,VictorLealdeAlmeida/Projeto-Luanda,viniciusd/sli-monitor","Cisneiros/cisneiros.com,Cisneiros/cisneiros.github.io,Cisneiros/confcodeofconduct.com,Cisneiros/docs,Cisneiros/dotfiles,Cisneiros/DrinkTracker,Cisneiros/empresas,Cisneiros/express-reverse,Cisneiros/pln-final-project-frontend,Cisneiros/primeiros-passos-com-docker,Cisneiros/projeto-anfa,Cisneiros/public-apis,Cisneiros/rh-events,Cisneiros/spotify-slack-bot,Cisneiros/swan-admin,Cisneiros/tab2015-js,Cisneiros/ypsum"
"gabrielamota29/PCD_Middleware,green-haskell/criterion,igorleao/meucongressonacional-visualizacao-2016-2,inloco/jedis,inloco/kafka-elasticsearch-injector,miguelarauj1o/ipmt,miguelarauj1o/pmt,tuliolages/Sistema-Corretor","paulolieuthier/BibleFox,paulolieuthier/ChurchPresentationManager,paulolieuthier/dotfiles,paulolieuthier/haskell-concurrent-lists,paulolieuthier/java-nice-server,paulolieuthier/kopete,paulolieuthier/paulolieuthier.github.io,paulolieuthier/redis-geohash-module,paulolieuthier/SkimJS,paulolieuthier/xi-editor"
"akshaykarle/twal-missions,aninhalacerda/women-contributing,carlast22/twal-missions,fabiormoura/tw-push-in-out-ios,roselmamendes/game_of_life","pereiragislene/amor_no_cabide,pereiragislene/candy-love,pereiragislene/dashtag,pereiragislene/facebook-ios-sdk,pereiragislene/FourInARow,pereiragislene/frontend-nanodegree-resume,pereiragislene/GlossButton,pereiragislene/guiaturisticope,pereiragislene/HelloMapKitWorld,pereiragislene/HSImageSidebarView,pereiragislene/I7CustomizableTableViewController,pereiragislene/iCarousel,pereiragislene/idev-recipes,pereiragislene/iLabyrinth,pereiragislene/iOS-Tutorial--Twitter-Feed,pereiragislene/MWPhotoBrowser,pereiragislene/opentheme,pereiragislene/pereiragislene.github.io,pereiragislene/Pocket-OCR,pereiragislene/Projeto-conexao,pereiragislene/ShareKit,pereiragislene/SlackPairBot,pereiragislene/sos_denuncia,pereiragislene/Tarefas,pereiragislene/tiny-wings,pereiragislene/twal-missions,pereiragislene/tweejump"
cforweb/webinc,"dayvsonlima/airplay,dayvsonlima/angular-bootstrap-colorpicker,dayvsonlima/angular-phonegap-seed,dayvsonlima/angular-seed,dayvsonlima/angular.js,dayvsonlima/angularjs-directive-manual,dayvsonlima/angularjs_scaffold,dayvsonlima/Apollo-11,dayvsonlima/aula-sinatra,dayvsonlima/awesome-elixir,dayvsonlima/awesome-svg,dayvsonlima/bem-components,dayvsonlima/BRSunTracker,dayvsonlima/cassandra,dayvsonlima/communityengine,dayvsonlima/core,dayvsonlima/crush.js,dayvsonlima/cycle.jellybean,dayvsonlima/dactive_record,dayvsonlima/dayvsonlima-wp-theme,dayvsonlima/dayvsonlima.github.io,dayvsonlima/design-patterns-for-humans,dayvsonlima/docker,dayvsonlima/dynamize,dayvsonlima/eloquente-javascript,dayvsonlima/example-serialized-params,dayvsonlima/exemplo_de_testes_unitarios,dayvsonlima/fuzzy-finder,dayvsonlima/ganache,dayvsonlima/ganexa,dayvsonlima/gdg-site-boilerplate,dayvsonlima/generator-chrome-extension,dayvsonlima/getresponse-api-php,dayvsonlima/give-record,dayvsonlima/handlebars.js,dayvsonlima/hazel,dayvsonlima/jargoes-programacao-funcional,dayvsonlima/jquery,dayvsonlima/jquery-ujs,dayvsonlima/js-objectdetect,dayvsonlima/learn-nightwatch,dayvsonlima/lol_dba,dayvsonlima/lux-experiment,dayvsonlima/machine-learning,dayvsonlima/minuto-javascript,dayvsonlima/mit-license,dayvsonlima/nested_scaffold,dayvsonlima/phoenix-cli,dayvsonlima/phony_rails,dayvsonlima/pixi.js,dayvsonlima/pyqtggpo,dayvsonlima/rails,dayvsonlima/rails-tech,dayvsonlima/reliquary,dayvsonlima/represent-map,dayvsonlima/requirejs_optimizer,dayvsonlima/rspec_api_blueprint_2,dayvsonlima/rubk,dayvsonlima/ruby,dayvsonlima/rubyomr-preview,dayvsonlima/SeGLiR,dayvsonlima/slush-angular-seed,dayvsonlima/speech2text,dayvsonlima/spring-commands-hutch,dayvsonlima/steven,dayvsonlima/Streamus,dayvsonlima/StreamusChromeExtension,dayvsonlima/sun-js,dayvsonlima/suncalc,dayvsonlima/terminal-slack,dayvsonlima/tflearn_seq2seq,dayvsonlima/try.js,dayvsonlima/tv_soccer_guide,dayvsonlima/typeahead.js,dayvsonlima/Web-Audio-Editor,dayvsonlima/web-starter-kit,dayvsonlima/WebFundamentals,dayvsonlima/yeoman.br"
"Cicero-Morais/8-Periodo-Jogos,FernandaAmanda/ProjetoUnibratec,stersylva/jogo_lua_tiro,sudorafa/salao_,tiagopedrogomes/jogos_facol_20152","fchicout/CharAnim,fchicout/colorroulette,fchicout/DBAHelper,fchicout/EDOOApp,fchicout/gaming_lua_classes,fchicout/ipadcharged,fchicout/LDAP_PoSH,fchicout/mtg-card-rdf,fchicout/mtg-semweb,fchicout/myvim,fchicout/OA_scripts,fchicout/playground,fchicout/RMHack,fchicout/sceneTest,fchicout/sth_reboot"
"sergiofontes/bauhausian,zurb/foundation-rails","lmarinho/abrilproruby.com,lmarinho/ansible-rails,lmarinho/clojure-toolbox.com,lmarinho/guava-ansible,lmarinho/PDKeychainBindingsController,lmarinho/rails-snippets"
,"jayralencar/ace,jayralencar/ace-angular,jayralencar/ace-builds,jayralencar/ACRCloudXP,jayralencar/angular2-routing,jayralencar/arduino-7-segment-display,jayralencar/arduino-thermometer,jayralencar/awesome-br.github.io,jayralencar/Bilbot,jayralencar/boletosPHP,jayralencar/bootstrap-alert-dialog,jayralencar/bootstrap-carousel-video,jayralencar/bootstrap-dynamic-carousel,jayralencar/bootstrap-dynamic-tabs,jayralencar/bootstrap-tabs-dynamic,jayralencar/bootstrapConfirmDialog,jayralencar/bundler,jayralencar/buscaBR.js,jayralencar/cropperjs,jayralencar/cropperjs-test,jayralencar/dompdf,jayralencar/elecplants,jayralencar/electron-quick-start,jayralencar/final-test,jayralencar/framework,jayralencar/git-client,jayralencar/joguinhos-js,jayralencar/laravel-angularjs,jayralencar/laravel-angularjs-jwt,jayralencar/laravel_passport,jayralencar/metodologiaemcomputacao.github.io,jayralencar/minicurso-nwjs,jayralencar/mysql-query-builder,jayralencar/nesslab-reader-api.js,jayralencar/ng-tabs,jayralencar/node-beep,jayralencar/node-cep,jayralencar/node-mysql,jayralencar/node-sqlite3,jayralencar/nw.js,jayralencar/nwglobal,jayralencar/nwjs,jayralencar/nwjs-tabs,jayralencar/ObjAR,jayralencar/php-assistant,jayralencar/phpqrcode,jayralencar/phpwebsocket,jayralencar/qtr-sensors-arduino,jayralencar/removeacentos,jayralencar/rio2016,jayralencar/roman-numerals,jayralencar/socket.io-client,jayralencar/sql.js,jayralencar/sqlite-cipher-app,jayralencar/sqlite-cipher.js,jayralencar/sqlite-sync.js,jayralencar/tcs320-3200,jayralencar/teresa,jayralencar/the-lord-of-the-rings-avatars,jayralencar/TournamenterApp,jayralencar/tracking.js,jayralencar/ui-ace"
"JonnatasCabral/lend,Tiago-Lira/tapioca_cartola,vanessa/pokebattle","victorfsf/cdpath,victorfsf/django-admin-colors,victorfsf/django-iprofile,victorfsf/djurls,victorfsf/docker-bpmn-js-modeler,victorfsf/dotfiles,victorfsf/eva,victorfsf/github-monitor,victorfsf/guri,victorfsf/nlpnet,victorfsf/pickleclip,victorfsf/pure,victorfsf/python-iprofile,victorfsf/RecRecife,victorfsf/testing-cin,victorfsf/URLShort,victorfsf/WebGoat-ngrok-Docker"
marcosisocram/fusioness,"mateusrevoredo/alfred-fabric,mateusrevoredo/bullet-train-oh-my-zsh-theme,mateusrevoredo/dotfiles,mateusrevoredo/geeknightrecife.github.io,mateusrevoredo/jsonmapper,mateusrevoredo/koala,mateusrevoredo/mackup,mateusrevoredo/mateusrevoredo.github.io,mateusrevoredo/mediator,mateusrevoredo/osx-playbook,mateusrevoredo/packages,mateusrevoredo/shields,mateusrevoredo/twitter,mateusrevoredo/zeppelin,mateusrevoredo/zsh-osdetection"
"De-Boa-Nalagoa-DBN/Deep-Logic-Networks,tancredosouza/compiladores","Juniorlimaivd/2017,Juniorlimaivd/Awesome-Swift-Playgrounds,Juniorlimaivd/Competitive-Programming,Juniorlimaivd/competitive-programming-1,Juniorlimaivd/CrackinTheCodeInterview-C-,Juniorlimaivd/FastMarket,Juniorlimaivd/habitica-ios,Juniorlimaivd/Hacktoberfest-Sign-In,Juniorlimaivd/LaunchPad-Playground,Juniorlimaivd/MachineLearningCIn,Juniorlimaivd/Make-a-Pull-Request,Juniorlimaivd/MFRC522_Dragonboard,Juniorlimaivd/NeoBot---Robocode,Juniorlimaivd/socketgalileo,Juniorlimaivd/SPI_Dragonboard_96Boards_Mezzanine,Juniorlimaivd/streetWatcher,Juniorlimaivd/system-design-primer,Juniorlimaivd/thank-you-github,Juniorlimaivd/TournamenterApp,Juniorlimaivd/TransPlace,Juniorlimaivd/ViperTemplate,Juniorlimaivd/WWDC-Collaborators,Juniorlimaivd/XTAudioBeacons"
TaiDoido/Tai-Doido_Android,"frankjuniorr/Android-Screen-Capture,frankjuniorr/B.A.I.A,frankjuniorr/backup_maker,frankjuniorr/csv_to_xml_resources,frankjuniorr/dotfiles,frankjuniorr/frank.lab,frankjuniorr/MeusScripts,frankjuniorr/MusicOrganizer,frankjuniorr/Pincel-de-Som,frankjuniorr/telegram_feed_reader,frankjuniorr/ubuntu_install"
"acportela/p3Kotlin,albertmourato/projetop3,betosousa/projetoif710,chnmel0/projeto-p3,damorim/pbicc,drcabrales/IF1001AvaliacaoDeCadeiras,JoaoPauloLins/IF1001-GithubResearcher,karinegmg/soletta-minning,lsca/hw1-if001,lsca/rss-ex2,lucasbr023/Projetop3-lmc3-nvsfs,mateusc42/IF1001-watchTime,pedrotst/ffj-article,RaissaMorais/TG_Tests,rbonifacio/hephaestus-pl,rjos/CondoApp,thiagomael/xreferences,ViniciusCPSouza/icc_experiments,wcaf07/positivityApp","leopoldomt/cw-omnibus,leopoldomt/lattes-analysis,leopoldomt/memorial-progressao-ufpe,leopoldomt/pbicc"
,"hamorim/backbone-scrumboard,hamorim/backbone-todo-list,hamorim/cuut,hamorim/gradle-node-plugin,hamorim/hamorim.github.io,hamorim/my-todos,hamorim/nexus,hamorim/recife,hamorim/tracker"
rff255/Genesis,"RodrigoCastiel/beauty,RodrigoCastiel/constrained-particle-system,RodrigoCastiel/GenesisCA,RodrigoCastiel/gl-oo-interface,RodrigoCastiel/gl-oo-interface-samples,RodrigoCastiel/NASM-Game-of-Life,RodrigoCastiel/pcom_project,RodrigoCastiel/Portalsnake,RodrigoCastiel/RayTracer,RodrigoCastiel/RodrigoCastiel.github.io,RodrigoCastiel/SolarSystemSimulator3D,RodrigoCastiel/WebPhysics,RodrigoCastiel/ZombieCInvasion"
"amslv/ravendb-java,JoaquimCMH/Analyzer,JoseRafael97/infiniteGraphExample,JoseRafael97/MyTasksAppAndroid","FranckAJ/ajudeMais-android,FranckAJ/ajudeMais-web,FranckAJ/ajudeMais-ws,FranckAJ/Apache-HBase-NoSQL-Demo,FranckAJ/api-nodejs-hapi,FranckAJ/awesome-br.github.io,FranckAJ/bash-basics-tools,FranckAJ/BijuApp-Angular,FranckAJ/cogroo4,FranckAJ/curso-sistemas-web-com-spring-javascript-bootstrap,FranckAJ/docs,FranckAJ/FCM-Push-Notification-Server,FranckAJ/FCM-Sample-Android,FranckAJ/Front-end-Developer-Interview-Questions,FranckAJ/gitignore,FranckAJ/grails-sample-project,FranckAJ/hbase-book,FranckAJ/javaee7-samples,FranckAJ/myRoutes-api,FranckAJ/myRoutes-app,FranckAJ/MyTasksAppAndroid,FranckAJ/nodeJS-serve-generate-dist,FranckAJ/nodejs-web-api,FranckAJ/packs-vue,FranckAJ/palette.js,FranckAJ/primefaces,FranckAJ/primefaces-extensions.github.com,FranckAJ/ProjectEDA,FranckAJ/Questions-Advisor,FranckAJ/redisDB-Nosql-demo,FranckAJ/RESTful-docs-swagger,FranckAJ/RESTful-SpringBoot-AngularJs1,FranckAJ/RoomsAllocation,FranckAJ/sample-spring-quartz-tasks,FranckAJ/sicAgro,FranckAJ/SIGAV,FranckAJ/SIGEAS,FranckAJ/simple-email,FranckAJ/spring-boot-angularjs-arch,FranckAJ/spring-boot-scheduler-example,FranckAJ/spring-data-redis-sample,FranckAJ/spring-data-rest-sample,FranckAJ/spring-petclinic,FranckAJ/spring-RESTful-tests,FranckAJ/test-travis-ci"
"raonylima/poems,tmssoares/pyweb","arthurms/app,arthurms/curso-git,arthurms/dojos,arthurms/espacodacrianca_devbox,arthurms/gilded_rose_kata,arthurms/grind,arthurms/jsonresume-theme-elegant,arthurms/poems,arthurms/rails-workshop,arthurms/repositorio,arthurms/resume,arthurms/swa-dashboard,arthurms/tw-coding-dojo,arthurms/wordpress-cookbook"
"acvilarim/politicAPI,Bouckaert/rubber-test,fltiago/library-101,guiocavalcanti/enapet-2013,guiocavalcanti/musketeers.io,guiocavalcanti/store,gvc/naught,jlgm/QuakeParser","julianalucena/authlogic,julianalucena/avro_turf,julianalucena/awesome_nested_fields,julianalucena/betterspecs,julianalucena/capybara-101,julianalucena/classy_enum,julianalucena/client_side_validations,julianalucena/content_for_in_controllers,julianalucena/d3,julianalucena/devise,julianalucena/dotfiles,julianalucena/ember-idx-accordion,julianalucena/espacenet-concept,julianalucena/ey-cloud-recipes,julianalucena/git-101,julianalucena/grape_logging,julianalucena/has_friends,julianalucena/hw2_rottenpotatoes,julianalucena/hybrid-optimization-techniques,julianalucena/mancala,julianalucena/multi_level_awesome_nested_fields_demo,julianalucena/reports-validation,julianalucena/researchgroup-taes,julianalucena/ruby_koans,julianalucena/scribd_fu,julianalucena/simple-library,julianalucena/stuff-classifier,julianalucena/trustperf"
"eunaka/Django_eh_massa,renatohlf/SINS-WEB,ruamberg/DI_progs","itsmealves/.vim,itsmealves/2048,itsmealves/aria-livestation,itsmealves/aria-lumen,itsmealves/artisan,itsmealves/backup,itsmealves/bargraph,itsmealves/blog,itsmealves/calculate,itsmealves/calendar,itsmealves/checker,itsmealves/chess,itsmealves/concurrency-models-exercises,itsmealves/cordova-plugin-wsserver,itsmealves/curso-javascript,itsmealves/darknet-people-detector,itsmealves/data-render,itsmealves/dfa-runner,itsmealves/discords-github-bot,itsmealves/eleicao-recursiva,itsmealves/emacs.d,itsmealves/explosive,itsmealves/fotografia,itsmealves/Genius,itsmealves/github-helper,itsmealves/hashtag-follower,itsmealves/haskell-sudoku,itsmealves/hermes,itsmealves/identicons,itsmealves/imogen,itsmealves/itsmealves.github.io,itsmealves/kinesis,itsmealves/kinesis-dancer-robot,itsmealves/laravel-app,itsmealves/library-app,itsmealves/library-mach-server,itsmealves/library-machine,itsmealves/live-studio,itsmealves/magit-training,itsmealves/Midino,itsmealves/ping-pong-js,itsmealves/raio-torto,itsmealves/ray-tracer,itsmealves/scala-sudoku,itsmealves/sec16,itsmealves/seguidor,itsmealves/shyboy,itsmealves/simple-tcp,itsmealves/site,itsmealves/sniffer,itsmealves/sonus,itsmealves/sound-looper,itsmealves/streamer,itsmealves/super-check,itsmealves/telematik,itsmealves/tiles,itsmealves/tracer,itsmealves/write-yourself-a-scheme,itsmealves/yamp"
embatbr/aprendizagem,"meiralins/clipboard.js,meiralins/cookiecutter-tapioca,meiralins/deoplete-jedi,meiralins/django,meiralins/django-authtools,meiralins/django-pandas,meiralins/django-react-boilerplate,meiralins/django-role-permissions,meiralins/google-python-exercises,meiralins/ltreefield,meiralins/pcom,meiralins/pds,meiralins/pyBusinesses-BR,meiralins/python-client,meiralins/rest-framework-generic-relations,meiralins/rust-learning,meiralins/sinais,meiralins/speakerfight,meiralins/splitty,meiralins/tapioca-facebook,meiralins/tapioca-instagram,meiralins/tapioca-twitter,meiralins/tapioca-wrapper,meiralins/vim-bootstrap"
JacaReis/projeto-lucene,"felipefarias/bootstrap,felipefarias/bootstrap-1,felipefarias/django,felipefarias/django-knowledge-share,felipefarias/djangocms-blog,felipefarias/filipeximenes.github.io,felipefarias/flexbox-samples,felipefarias/manguezal.github.com,felipefarias/manguezal.github.com-1,felipefarias/ofxparse,felipefarias/pelican-themes,felipefarias/playbook,felipefarias/popcorntime-desktop,felipefarias/pydub,felipefarias/python-social-auth,felipefarias/react-measure,felipefarias/remove-specials-characteres,felipefarias/rrssb,felipefarias/sass-site,felipefarias/tapioca-harvest"
"esvm/ucHardware,lvrma/MA531-OpenGL,mvgmb/Pokedex","t0rr3sp3dr0/.dotfiles,t0rr3sp3dr0/BezierCurves-JavaScript,t0rr3sp3dr0/binaryDecimal-Android,t0rr3sp3dr0/C,t0rr3sp3dr0/C-Plus-Plus,t0rr3sp3dr0/cc2016.1-Android,t0rr3sp3dr0/ChatFX-JavaFX,t0rr3sp3dr0/CInstala.sh,t0rr3sp3dr0/CInttaMobi-JavaFX,t0rr3sp3dr0/Confectionery-Android,t0rr3sp3dr0/Construtora-GDI,t0rr3sp3dr0/CPU-Quartus,t0rr3sp3dr0/IF687-WebApplication,t0rr3sp3dr0/IF688-MiniJava,t0rr3sp3dr0/Java,t0rr3sp3dr0/maratonando_site,t0rr3sp3dr0/Python,t0rr3sp3dr0/SandGround,t0rr3sp3dr0/scientificCalculator-C,t0rr3sp3dr0/swagger-codegen,t0rr3sp3dr0/t0rr3sp3dr0.github.io,t0rr3sp3dr0/teachingassistant,t0rr3sp3dr0/TransferFX-JavaFX,t0rr3sp3dr0/ULA-Quartus,t0rr3sp3dr0/vscode-theme-seti,t0rr3sp3dr0/yowsup"
"gfreivasc/uMQTT,lsca/maluhia-landing","casevictor/alloy,casevictor/alloy-widget-drawermenu,casevictor/apns-spdy,casevictor/com.mattmcfarland.fontawesome,casevictor/dashboard,casevictor/emqttd,casevictor/laboratorium,casevictor/MarkdownView-Android,casevictor/MtProtoKit,casevictor/pjsip,casevictor/PjSIP-1,casevictor/pythonic-git,casevictor/swift-sodium,casevictor/TiCalabash,casevictor/TiFlexiGrid,casevictor/uMQTT"
,"lipse/1001,lipse/adm-zip,lipse/Aeropack,lipse/algorithm-trading,lipse/AlienBlue,lipse/android-vm,lipse/AngryBirds,lipse/angrybirdsgame,lipse/angrybirdsx,lipse/angryships,lipse/apr-redesocial-python,lipse/ArnoldC,lipse/asterisk,lipse/asterisk-config,lipse/author-detection,lipse/balanced-dashboard,lipse/bitex,lipse/bitid,lipse/blinktrade-merchant-app,lipse/blinktrade.github.io,lipse/blinktrade_api_receive,lipse/blinktrade_edentiti,lipse/blinktrade_withdrawer,lipse/BlitzCraft,lipse/Bootstrap-Form-Builder,lipse/buttercoin,lipse/call4paperz,lipse/CameraShy,lipse/canabalt-ios,lipse/CastleHassle,lipse/cheerio,lipse/cloudhopper-smpp,lipse/codova-update-plugin,lipse/CommonLibs,lipse/conceal,lipse/coursera-android,lipse/cracking-the-coding-interview,lipse/cryptocat,lipse/ctci,lipse/dev,lipse/devkit,lipse/diaspora,lipse/diceshaker,lipse/discourse,lipse/dojo-design-patterns,lipse/doxonbox,lipse/Dshell,lipse/DSP-Tool,lipse/easyscip,lipse/fbht,lipse/Feedback,lipse/firesheep,lipse/Flixtor,lipse/folly,lipse/frog-fu-youvisio,lipse/frontend,lipse/Ghetto-Birds,lipse/Ghosts-vs.-Monsters,lipse/glass.py,lipse/glitch-hq-android,lipse/gmvault,lipse/GooglyGlasses,lipse/Gorillas,lipse/gpslogger,lipse/Hacker-News-for-iOS,lipse/hammer.js,lipse/hardware-designs,lipse/homebrew-science,lipse/ichat.io,lipse/InstaSharp-for-Windows-Phone-,lipse/intersango,lipse/iPokeMon,lipse/iPokeMon-Server,lipse/joynme-webapp,lipse/JoyRide,lipse/jsGB,lipse/jsmpeg-vnc,lipse/jsmpp,lipse/jstorrent,lipse/kandan,lipse/kinectasploitv2,lipse/krackattacks-test-ap-ft,lipse/liba53,lipse/libcoredumper,lipse/libsqliteodbc,lipse/libzmq,lipse/linuxgems,lipse/Live-Queue,lipse/mcrobot,lipse/MonoGame,lipse/MovieExplorer,lipse/myMoneyLog-Mobile-QuickAdd,lipse/netcat-cpi-kernel-module,lipse/NodeManager,lipse/normalize.css,lipse/Oldies,lipse/olhoneles,lipse/open-gpstracker,lipse/open-source-billing,lipse/openbay,lipse/openbay-db-dump,lipse/openbts,lipse/OpenBTS-UMTS,lipse/pageres,lipse/pastemon,lipse/PDF-Writer,lipse/popcorn-api,lipse/popcorn-app,lipse/popcorn-app-1,lipse/popcorn-hubot,lipse/popcorn-site,lipse/popcorn-site-1,lipse/popcorn-time.github.io,lipse/popcornflix,lipse/popcorntime-smarttv,lipse/POSApp,lipse/presto,lipse/ProxyToday,lipse/pyblinktrade,lipse/pycrumbs,lipse/pythonbirds,lipse/pyvows,lipse/RRLP,lipse/securedrop,lipse/shadowcrypt,lipse/Skeleton-Key-iOS,lipse/Smoke-Puffs,lipse/smqueue,lipse/sqlite3,lipse/sshuttle,lipse/storm,lipse/Stream,lipse/stylebot,lipse/SublimeCodeIntel,lipse/subscriberRegistry,lipse/syncthing,lipse/system-config,lipse/tapioqueiro,lipse/textql,lipse/thumbor,lipse/Torrentflow,lipse/TPB,lipse/tweejump,lipse/ubersicht,lipse/Unicap-br,lipse/ureport,lipse/video-dl-ios,lipse/video.js,lipse/vimfiles,lipse/vumi,lipse/wazapp,lipse/webcam-pulse-detector,lipse/webogram,lipse/webtorrent,lipse/What-HN-says,lipse/Wikipedia,lipse/wizardwar,lipse/YouTubeCenter,lipse/yowsup"
"alanferreira/Rastreio,android-universe/lista_de_contatos,code-like-a-girl/extract-text,fernandocastor/pp,js4girlsrecife/js4girls,Openredu/mobile-deprecated","ThaisaMirely/android-custom-array-adapter-demo,ThaisaMirely/binasc,ThaisaMirely/Context-aware,ThaisaMirely/CursoDeAndroid,ThaisaMirely/django_girls_tutorial,ThaisaMirely/dynamate,ThaisaMirely/easyfloormap,ThaisaMirely/ebnfdiagram,ThaisaMirely/ei-se-liga,ThaisaMirely/EventCJ,ThaisaMirely/events-programming-for-women,ThaisaMirely/fowlers-statemachine-with-expressions,ThaisaMirely/frontesframework,ThaisaMirely/javaparser,ThaisaMirely/JCop,ThaisaMirely/js4girls,ThaisaMirely/julia,ThaisaMirely/JuliaParser.jl,ThaisaMirely/Kore,ThaisaMirely/learnxinyminutes-docs,ThaisaMirely/mobile,ThaisaMirely/mobile-deprecated,ThaisaMirely/MyTracks,ThaisaMirely/open-source-android-apps,ThaisaMirely/PanicButton,ThaisaMirely/PEGParser.jl,ThaisaMirely/pt,ThaisaMirely/saiadecasa.github.io,ThaisaMirely/simple,ThaisaMirely/SimpleLang,ThaisaMirely/spark,ThaisaMirely/twu-51,ThaisaMirely/vanilla"
,"marcosisocram/2,marcosisocram/asp-snippets,marcosisocram/fusioness,marcosisocram/IPTV_Plex,marcosisocram/left,marcosisocram/marcosisocram.github.io,marcosisocram/mit-license,marcosisocram/rastreamento-facil,marcosisocram/rastreio,marcosisocram/rastreiojs,marcosisocram/sublime-text-3-user-settings,marcosisocram/sublime-text-user-settings"
,"espellcaste/bbpress-report-content,espellcaste/bp-wc-account,espellcaste/BuddyPress,espellcaste/buddypress-followers,espellcaste/joaogrilo,espellcaste/Safe-Redirect-Manager,espellcaste/User-Private-Files,espellcaste/wordpress-seo,espellcaste/wp-mailtrap,espellcaste/wpbr-geouser"
"danielcandidos/Carpool,IcaroRib/DW-Extracting-Twitter,nti-ufpe/redmine","Gustavomagalhaes/algoritmos-infra-software,Gustavomagalhaes/angular-bootstrap-calendar,Gustavomagalhaes/angular2,Gustavomagalhaes/Arduino,Gustavomagalhaes/awesome-react-components,Gustavomagalhaes/bootstrap-calendar,Gustavomagalhaes/bootstrap-datepicker,Gustavomagalhaes/dashboard,Gustavomagalhaes/DataAnalysis,Gustavomagalhaes/Demosaicing,Gustavomagalhaes/Facebook,Gustavomagalhaes/GameOfHappiness,Gustavomagalhaes/GameOfLife,Gustavomagalhaes/iCards,Gustavomagalhaes/icons-flat-osx,Gustavomagalhaes/ionic2-app-base,Gustavomagalhaes/Java,Gustavomagalhaes/LinuxMonitor,Gustavomagalhaes/lottie-animation,Gustavomagalhaes/NTIDevTools,Gustavomagalhaes/PhoneGap,Gustavomagalhaes/Processing,Gustavomagalhaes/processosDSIS,Gustavomagalhaes/PyAutoGUI,Gustavomagalhaes/r2d2,Gustavomagalhaes/react-native-animatable,Gustavomagalhaes/react-native-boilerplate,Gustavomagalhaes/react-native-starter-app,Gustavomagalhaes/tomcat-security,Gustavomagalhaes/tour-of-heroes,Gustavomagalhaes/tutorial-git,Gustavomagalhaes/Web,Gustavomagalhaes/WootchApp"
