User,Repo_Member,mRepo_Language,Repo_Owner,oRepo_Language
lhaisrs,"JuliaFC/Projeto-Infra-Com.,magluz/cidadesemfrio,soareswallace/projeto_if678","Python,C#,Python","lhaisrs/2018.1-algoritmos,lhaisrs/beta-contrata,lhaisrs/bonde-cache,lhaisrs/cidadesemfrio,lhaisrs/code_challenge_array,lhaisrs/curso_ionic3,lhaisrs/FindDevGirls,lhaisrs/FocusGame,lhaisrs/forca-game,lhaisrs/googler,lhaisrs/Infra-Com-2016-2,lhaisrs/ionic3-sample-tutorial,lhaisrs/J5,lhaisrs/mulheres-palestrantes,lhaisrs/my-first-blog,lhaisrs/primeiroprojeto,lhaisrs/Projeto-Infra-Com.,lhaisrs/Projeto-Prog_Conc,lhaisrs/TeamWorkQualityReport,lhaisrs/tqwsystem_deploy,lhaisrs/trivial-game,lhaisrs/trivia_game_app,lhaisrs/WinDevHOLs","C,HTML,HTML,C#,JavaScript,TypeScript,Java,C#,Swift,Python,None,TypeScript,Arduino,HTML,Python,Python,Python,Arduino,TypeScript,Python,Swift,Swift,C#"
irgmedeiros,tmssoares/pyweb,Jupyter Notebook,"irgmedeiros/crab,irgmedeiros/django-guardian,irgmedeiros/eventex-irgmedeiros,irgmedeiros/folhainvest,irgmedeiros/LicenseService,irgmedeiros/mar,irgmedeiros/ProjectEulerTDD,irgmedeiros/rails-i18n,irgmedeiros/scrapy,irgmedeiros/scrapy-tutorial,irgmedeiros/SelecaoJava,irgmedeiros/sos_denuncia,irgmedeiros/TAIA,irgmedeiros/TCCRecommender,irgmedeiros/try_git","Python,Python,JavaScript,Python,C#,Ruby,Python,Ruby,Python,Python,None,CSS,Python,Python,None"
ramonsantos,"arnaldosales/java-pln,camilasantiago/SistemaAcademico,lucianobarauna/dochexo,wagnerdelima/P-Medianas","Java,Java,CSS,C++","ramonsantos/Bezier-curve-android,ramonsantos/elixirschool,ramonsantos/fibonacci-primes-mpi-gmp,ramonsantos/hell-triangle-challenge,ramonsantos/hexo-theme-landscape,ramonsantos/learning-java-web,ramonsantos/learning-js,ramonsantos/my-scripts,ramonsantos/personal-website-sources,ramonsantos/presentations,ramonsantos/ramonsantos.github.io,ramonsantos/ruby-tuesday-theme,ramonsantos/server-status,ramonsantos/shine-on-you-crazy-diamond-theme,ramonsantos/tarkus,ramonsantos/template_tcc","Java,CSS,C,Ruby,CSS,Java,JavaScript,Shell,HTML,TeX,HTML,CSS,Java,HTML,Elixir,TeX"
tuliohmendes,,,tuliohmendes/dotfiles,VimL
HaysaRodrigues,"gs-br/onTheBench,JoseCarlosL/autoNomos,manoelcyreno/lfrgs-selenium-commons,manoelcyreno/lfrgs-tests-samples,rafoli/liferay-gs","None,Arduino,Java,Java,JavaScript","HaysaRodrigues/afropython-site,HaysaRodrigues/all-animation,HaysaRodrigues/android-samples-studying,HaysaRodrigues/autoNomos,HaysaRodrigues/awesome-it-quotes,HaysaRodrigues/CatchUp,HaysaRodrigues/codemirror-sample,HaysaRodrigues/com-liferay-dynamic-data-mapping,HaysaRodrigues/cucumber-jvm-extentreport,HaysaRodrigues/DevApps2017.1-Android,HaysaRodrigues/EasySikuli,HaysaRodrigues/ex_webservice,HaysaRodrigues/friendly-plans,HaysaRodrigues/Hacktoberfest-Android,HaysaRodrigues/happy-testing-factory,HaysaRodrigues/haysarodrigues.github.io,HaysaRodrigues/httpie,HaysaRodrigues/learning-kotlin,HaysaRodrigues/learning-swift-ios-dev,HaysaRodrigues/lfrgs-selenium-commons,HaysaRodrigues/liferay-blade-samples,HaysaRodrigues/liferay-docs,HaysaRodrigues/liferay-gs-1,HaysaRodrigues/liferay-portal,HaysaRodrigues/Liz,HaysaRodrigues/Moviezz,HaysaRodrigues/Padr-es-de-Projeto,HaysaRodrigues/PopMovis,HaysaRodrigues/primeiros-passos-na-web,HaysaRodrigues/ProjetoAndroidBasicoDevApp2017,HaysaRodrigues/servlet-3-e-fundamentos-web,HaysaRodrigues/splitest-samples,HaysaRodrigues/testingconferences.github.io,HaysaRodrigues/the-internet,HaysaRodrigues/trying-arduino,HaysaRodrigues/trying-kata-challenges,HaysaRodrigues/trying-python,HaysaRodrigues/TWU,HaysaRodrigues/twu-biblioteca-haysarodrigues,HaysaRodrigues/WikipediaTextSearch","HTML,CSS,Java,CSS,None,Kotlin,JavaScript,Java,Java,Java,None,Java,Java,Java,None,HTML,Python,Java,None,Java,Java,Java,JavaScript,Java,Java,Java,Java,Java,None,Java,Java,Java,CSS,CSS,Arduino,Java,Python,Java,Java,Java"
yelken,"filipe-marques-souza/startuppe-representmap,glebson2013/academiadacidade,lidymonteiro/SkyON,rcoutelo/vcd-guestapp,rcoutelo/vcd-novo,rcoutelo/viajecomdarcy,rcoutelo/viajecomdarcy-web,vinyvicente/environment-php56,ylgnerbecton/django-docker","PHP,CSS,Arduino,None,Python,Objective-C,HTML,PHP,Python","yelken/acc-treinamento,yelken/activeadmin,yelken/agile-vale-2014,yelken/alagoasdevday.com.br_hotsite,yelken/angular-dashboard-framework,yelken/arduino-android-bluetooth,yelken/Arduino-MPU6050,yelken/be-MEAN-resources,yelken/Bootstrap-Admin-Theme,yelken/buscasaude,yelken/Card-Generator,yelken/catarse,yelken/chrome-app-developer-tool,yelken/chrome-app-samples,yelken/conf-boilerplate,yelken/conference-mobile-app,yelken/CrossPlatform-ClockApp,yelken/csv_to_xml_resources,yelken/Curso-JavaScript-Super-Sayajin-N-vel-1-M-dulo-1-exerc-cios,yelken/dashboard,yelken/DataScience,yelken/desafio-neurotech,yelken/detect-demo,yelken/devsummit,yelken/dsniff,yelken/DVWA,yelken/ehour,yelken/EstudosAcademicos,yelken/geeknight,yelken/gymopenair,yelken/hacker-menu,yelken/healthseeker,yelken/hexojs.github.io,yelken/HighTechTrash,yelken/homemonitor,yelken/hotsite,yelken/house-climate,yelken/ia-estudos,yelken/image.vim,yelken/InteligenciaArtificial,yelken/iosched,yelken/iot-site,yelken/KESW2014Conference,yelken/kit-iot-4g,yelken/kit-iot-mobile,yelken/learnpython.in.ua,yelken/livecity,yelken/menubar,yelken/mermaid,yelken/mobile-chrome-apps,yelken/mydashboard,yelken/network-neural,yelken/nfe,yelken/octoflat,yelken/oscailte,yelken/PactoPelaVida,yelken/persona,yelken/phoneGapWebApi,yelken/phpsc-conf,yelken/policiaVirtual,yelken/policiavirtual-ios,yelken/programacao-c,yelken/programacao-python,yelken/projetoRampa,yelken/prototipo-heroku,yelken/pycaptura,yelken/represent-map,yelken/Responsive-Dashboard,yelken/roboticweekend,yelken/Saldo-Oi,yelken/salescontrol,yelken/sennajs.com,yelken/sistemafinanceiro,yelken/site,yelken/Skeleton,yelken/slackin,yelken/talks,yelken/time-elements,yelken/transactional-email-templates,yelken/twitter-machinelearningbot,yelken/viajecomdarcy-sistema,yelken/villainy-octopress-theme,yelken/vim-plug,yelken/vozdamulher-android,yelken/vozdamulher-ios,yelken/web-starter-kit,yelken/webmaker-curriculum,yelken/wsAkira,yelken/yelken.github.io,yelken/zeppelin","Java,Ruby,ApacheConf,ApacheConf,None,None,C++,JavaScript,None,CSS,None,Ruby,None,None,CSS,Java,None,Shell,None,None,Jupyter Notebook,None,JavaScript,HTML,C,PHP,None,C,None,CSS,JavaScript,CSS,None,Python,None,CSS,JavaScript,Java,VimL,Java,None,None,HTML,None,None,None,None,JavaScript,JavaScript,None,HTML,Java,Java,None,None,None,None,C#,PHP,None,Swift,C,Python,None,JavaScript,Python,PHP,None,None,None,None,None,Java,CSS,CSS,JavaScript,None,JavaScript,None,Python,Python,None,VimL,Java,None,HTML,HTML,Java,JavaScript,HTML"
JoaoGFarias,"ebl4/distribution-enterprise-bigdata,ebl4/distribution-enterprise-multiDim,miguelarauj1o/8-Queens,miguelarauj1o/ackley,pbsf/Indexed-Pattern-Matching-Tool,rodrigolc/PAP","PLpgSQL,PLpgSQL,Python,Python,C++,Python","JoaoGFarias/20News-SearchEngine,JoaoGFarias/8values.github.io,JoaoGFarias/Absu-Glossary-Translation,JoaoGFarias/agiletrackingtool,JoaoGFarias/algorithms,JoaoGFarias/appium,JoaoGFarias/aspectJ_sandbox,JoaoGFarias/Astronomical-Observations,JoaoGFarias/AutoRefactor,JoaoGFarias/awesome-testing-tools,JoaoGFarias/BDGeografico-Projeto2,JoaoGFarias/Behat-Appium,JoaoGFarias/BestFuel,JoaoGFarias/Bezier_Curves_Intersection_Subdivision,JoaoGFarias/bitcoin,JoaoGFarias/bitcoin-trader,JoaoGFarias/BITNATION-Pangea-Translations,JoaoGFarias/browsertime,JoaoGFarias/btc_crud,JoaoGFarias/comparing_swarm_intelligence,JoaoGFarias/crates.io,JoaoGFarias/cucumber-js,JoaoGFarias/CucumberInjector,JoaoGFarias/cucumber_plus_data,JoaoGFarias/data_vis_2016_2_listas,JoaoGFarias/discourse,JoaoGFarias/dream-python,JoaoGFarias/ember-cli-addon-search-with-acceptance-tests,JoaoGFarias/ember-cli-mirage-example,JoaoGFarias/ember-quickstart,JoaoGFarias/exercicio-podcast,JoaoGFarias/ferias_detran_parteII,JoaoGFarias/FizzBuzzEnterpriseEdition,JoaoGFarias/gemidao-do-zap,JoaoGFarias/hospitalrun-frontend,JoaoGFarias/jekyll-now,JoaoGFarias/jekyll-time-to-read,JoaoGFarias/JoaoGFarias.github.io,JoaoGFarias/k7,JoaoGFarias/learnxinyminutes-docs,JoaoGFarias/M101x,JoaoGFarias/MOOCs-Assigments,JoaoGFarias/movie_comments_sentiment_analysis,JoaoGFarias/notes,JoaoGFarias/Open-Browser,JoaoGFarias/OpenRedu,JoaoGFarias/pact-js,JoaoGFarias/papers-we-love,JoaoGFarias/PhongInterRug,JoaoGFarias/Projects,JoaoGFarias/Purely_Functional_Data_Structures_In_Python,JoaoGFarias/python-docs-pt_br-translation,JoaoGFarias/Qualidade-de-Software_CIn-UFPE_2016.1_Equipe-2,JoaoGFarias/rarwe-demo,JoaoGFarias/recife_visse-visualizacao-2016-2,JoaoGFarias/samplemod,JoaoGFarias/script-amigo-secreto,JoaoGFarias/sharedrop,JoaoGFarias/sqlparse,JoaoGFarias/Sunshine-Version-2,JoaoGFarias/super-rentals,JoaoGFarias/tg_2017_1,JoaoGFarias/top-10-algorithms-interview-questions,JoaoGFarias/udemy-docker-mastery,JoaoGFarias/visualizacao_ufpe_2016_2_estudo-JGFD,JoaoGFarias/web-platform-tests,JoaoGFarias/woodland,JoaoGFarias/yet_another_bitcoin_wallet,JoaoGFarias/You-Dont-Know-JS","Java,JavaScript,None,Groovy,Python,JavaScript,JavaScript,None,Java,None,PLpgSQL,HTML,JavaScript,Python,C++,Python,JavaScript,JavaScript,None,Python,Rust,JavaScript,Python,Ruby,HTML,Ruby,None,JavaScript,JavaScript,JavaScript,Java,None,Java,JavaScript,JavaScript,CSS,Ruby,HTML,Go,JavaScript,JavaScript,Racket,Python,None,Python,Ruby,TypeScript,None,Java,Python,Python,None,None,HTML,JavaScript,Python,Python,JavaScript,Python,Java,JavaScript,HTML,None,CSS,JavaScript,None,None,None,JavaScript"
Cisneiros,"eduardascharnhorst/blog,ehammo/CodeCup2016,luucasv/ensinae,PedroHRDiniz/PLN-Final-Project,rafaelhora/SRE-HandsOn,RafaelMarinheiro/Stig-Client,RaiTamarindo/HTTPWatchdog,rlfscin/PLN,rlfscin/SisCom,VictorLealdeAlmeida/Mosquito,VictorLealdeAlmeida/Projeto-Luanda,viniciusd/sli-monitor","CSS,Java,PHP,Python,Python,Objective-C,CSS,Python,Python,Swift,Objective-C,Python","Cisneiros/cisneiros.com,Cisneiros/cisneiros.github.io,Cisneiros/confcodeofconduct.com,Cisneiros/docs,Cisneiros/dotfiles,Cisneiros/DrinkTracker,Cisneiros/empresas,Cisneiros/express-reverse,Cisneiros/pln-final-project-frontend,Cisneiros/primeiros-passos-com-docker,Cisneiros/projeto-anfa,Cisneiros/public-apis,Cisneiros/rh-events,Cisneiros/spotify-slack-bot,Cisneiros/swan-admin,Cisneiros/tab2015-js,Cisneiros/ypsum","JavaScript,None,HTML,CSS,Emacs Lisp,Swift,None,JavaScript,JavaScript,Python,Java,None,Ruby,Python,JavaScript,HTML,PHP"
paulolieuthier,"gabrielamota29/PCD_Middleware,green-haskell/criterion,igorleao/meucongressonacional-visualizacao-2016-2,inloco/jedis,inloco/kafka-elasticsearch-injector,miguelarauj1o/ipmt,miguelarauj1o/pmt,tuliolages/Sistema-Corretor","Java,HTML,JavaScript,Java,Go,C++,C++,PHP","paulolieuthier/BibleFox,paulolieuthier/ChurchPresentationManager,paulolieuthier/dotfiles,paulolieuthier/haskell-concurrent-lists,paulolieuthier/java-nice-server,paulolieuthier/kopete,paulolieuthier/paulolieuthier.github.io,paulolieuthier/redis-geohash-module,paulolieuthier/SkimJS,paulolieuthier/xi-editor","JavaScript,C++,Vim script,TeX,Java,C++,CSS,C,Haskell,Rust"
pereiragislene,"akshaykarle/twal-missions,aninhalacerda/women-contributing,carlast22/twal-missions,fabiormoura/tw-push-in-out-ios,roselmamendes/game_of_life","Ruby,JavaScript,Ruby,Java,Python","pereiragislene/amor_no_cabide,pereiragislene/candy-love,pereiragislene/dashtag,pereiragislene/facebook-ios-sdk,pereiragislene/FourInARow,pereiragislene/frontend-nanodegree-resume,pereiragislene/GlossButton,pereiragislene/guiaturisticope,pereiragislene/HelloMapKitWorld,pereiragislene/HSImageSidebarView,pereiragislene/I7CustomizableTableViewController,pereiragislene/iCarousel,pereiragislene/idev-recipes,pereiragislene/iLabyrinth,pereiragislene/iOS-Tutorial--Twitter-Feed,pereiragislene/MWPhotoBrowser,pereiragislene/opentheme,pereiragislene/pereiragislene.github.io,pereiragislene/Pocket-OCR,pereiragislene/Projeto-conexao,pereiragislene/ShareKit,pereiragislene/SlackPairBot,pereiragislene/sos_denuncia,pereiragislene/Tarefas,pereiragislene/tiny-wings,pereiragislene/twal-missions,pereiragislene/tweejump","Ruby,JavaScript,None,Objective-C,Objective-C,None,None,JavaScript,Objective-C,Objective-C,None,Objective-C,Objective-C,Objective-C,Objective-C,Objective-C,JavaScript,None,Objective-C,Java,Objective-C,None,CSS,Objective-C,Objective-C,Ruby,Objective-C"
dayvsonlima,cforweb/webinc,C,"dayvsonlima/airplay,dayvsonlima/angular-bootstrap-colorpicker,dayvsonlima/angular-phonegap-seed,dayvsonlima/angular-seed,dayvsonlima/angular.js,dayvsonlima/angularjs-directive-manual,dayvsonlima/angularjs_scaffold,dayvsonlima/Apollo-11,dayvsonlima/aula-sinatra,dayvsonlima/awesome-elixir,dayvsonlima/awesome-svg,dayvsonlima/bem-components,dayvsonlima/BRSunTracker,dayvsonlima/cassandra,dayvsonlima/communityengine,dayvsonlima/core,dayvsonlima/crush.js,dayvsonlima/cycle.jellybean,dayvsonlima/dactive_record,dayvsonlima/dayvsonlima-wp-theme,dayvsonlima/dayvsonlima.github.io,dayvsonlima/design-patterns-for-humans,dayvsonlima/docker,dayvsonlima/dynamize,dayvsonlima/eloquente-javascript,dayvsonlima/example-serialized-params,dayvsonlima/exemplo_de_testes_unitarios,dayvsonlima/fuzzy-finder,dayvsonlima/ganache,dayvsonlima/ganexa,dayvsonlima/gdg-site-boilerplate,dayvsonlima/generator-chrome-extension,dayvsonlima/getresponse-api-php,dayvsonlima/give-record,dayvsonlima/handlebars.js,dayvsonlima/hazel,dayvsonlima/jargoes-programacao-funcional,dayvsonlima/jquery,dayvsonlima/jquery-ujs,dayvsonlima/js-objectdetect,dayvsonlima/learn-nightwatch,dayvsonlima/lol_dba,dayvsonlima/lux-experiment,dayvsonlima/machine-learning,dayvsonlima/minuto-javascript,dayvsonlima/mit-license,dayvsonlima/nested_scaffold,dayvsonlima/phoenix-cli,dayvsonlima/phony_rails,dayvsonlima/pixi.js,dayvsonlima/pyqtggpo,dayvsonlima/rails,dayvsonlima/rails-tech,dayvsonlima/reliquary,dayvsonlima/represent-map,dayvsonlima/requirejs_optimizer,dayvsonlima/rspec_api_blueprint_2,dayvsonlima/rubk,dayvsonlima/ruby,dayvsonlima/rubyomr-preview,dayvsonlima/SeGLiR,dayvsonlima/slush-angular-seed,dayvsonlima/speech2text,dayvsonlima/spring-commands-hutch,dayvsonlima/steven,dayvsonlima/Streamus,dayvsonlima/StreamusChromeExtension,dayvsonlima/sun-js,dayvsonlima/suncalc,dayvsonlima/terminal-slack,dayvsonlima/tflearn_seq2seq,dayvsonlima/try.js,dayvsonlima/tv_soccer_guide,dayvsonlima/typeahead.js,dayvsonlima/Web-Audio-Editor,dayvsonlima/web-starter-kit,dayvsonlima/WebFundamentals,dayvsonlima/yeoman.br","Ruby,CSS,JavaScript,JavaScript,JavaScript,None,HTML,Assembly,Ruby,Elixir,None,JavaScript,None,Ruby,Ruby,Ruby,JavaScript,JavaScript,Ruby,PHP,JavaScript,None,Ruby,Ruby,None,Ruby,JavaScript,JavaScript,Ruby,Ruby,CSS,JavaScript,PHP,Ruby,None,Ruby,None,JavaScript,JavaScript,HTML,JavaScript,Ruby,JavaScript,Python,HTML,CSS,Ruby,Ruby,Ruby,JavaScript,Python,Ruby,Ruby,Ruby,PHP,JavaScript,Ruby,JavaScript,Ruby,HTML,JavaScript,JavaScript,Ruby,Ruby,Crystal,JavaScript,JavaScript,None,None,JavaScript,Python,JavaScript,JavaScript,JavaScript,JavaScript,None,CSS,JavaScript"
fchicout,"Cicero-Morais/8-Periodo-Jogos,FernandaAmanda/ProjetoUnibratec,stersylva/jogo_lua_tiro,sudorafa/salao_,tiagopedrogomes/jogos_facol_20152","Lua,PowerShell,Lua,C#,Lua","fchicout/CharAnim,fchicout/colorroulette,fchicout/DBAHelper,fchicout/EDOOApp,fchicout/gaming_lua_classes,fchicout/ipadcharged,fchicout/LDAP_PoSH,fchicout/mtg-card-rdf,fchicout/mtg-semweb,fchicout/myvim,fchicout/OA_scripts,fchicout/playground,fchicout/RMHack,fchicout/sceneTest,fchicout/sth_reboot","None,None,None,Java,Lua,Shell,PowerShell,Java,None,VimL,Visual Basic,JavaScript,JavaScript,Lua,Lua"
lmarinho,"sergiofontes/bauhausian,zurb/foundation-rails","CSS,CSS","lmarinho/abrilproruby.com,lmarinho/ansible-rails,lmarinho/clojure-toolbox.com,lmarinho/guava-ansible,lmarinho/PDKeychainBindingsController,lmarinho/rails-snippets","CSS,Ruby,Ruby,CSS,Objective-C,CoffeeScript"
jayralencar,,,"jayralencar/ace,jayralencar/ace-angular,jayralencar/ace-builds,jayralencar/ACRCloudXP,jayralencar/angular2-routing,jayralencar/arduino-7-segment-display,jayralencar/arduino-thermometer,jayralencar/awesome-br.github.io,jayralencar/Bilbot,jayralencar/boletosPHP,jayralencar/bootstrap-alert-dialog,jayralencar/bootstrap-carousel-video,jayralencar/bootstrap-dynamic-carousel,jayralencar/bootstrap-dynamic-tabs,jayralencar/bootstrap-tabs-dynamic,jayralencar/bootstrapConfirmDialog,jayralencar/bundler,jayralencar/buscaBR.js,jayralencar/cropperjs,jayralencar/cropperjs-test,jayralencar/dompdf,jayralencar/elecplants,jayralencar/electron-quick-start,jayralencar/final-test,jayralencar/framework,jayralencar/git-client,jayralencar/joguinhos-js,jayralencar/laravel-angularjs,jayralencar/laravel-angularjs-jwt,jayralencar/laravel_passport,jayralencar/metodologiaemcomputacao.github.io,jayralencar/minicurso-nwjs,jayralencar/mysql-query-builder,jayralencar/nesslab-reader-api.js,jayralencar/ng-tabs,jayralencar/NLG_example,jayralencar/node-beep,jayralencar/node-cep,jayralencar/node-mysql,jayralencar/node-sqlite3,jayralencar/nw.js,jayralencar/nwglobal,jayralencar/nwjs,jayralencar/nwjs-tabs,jayralencar/ObjAR,jayralencar/php-assistant,jayralencar/phpqrcode,jayralencar/phpwebsocket,jayralencar/qtr-sensors-arduino,jayralencar/removeacentos,jayralencar/rio2016,jayralencar/roman-numerals,jayralencar/socket.io-client,jayralencar/sql.js,jayralencar/sqlite-cipher-app,jayralencar/sqlite-cipher.js,jayralencar/sqlite-sync.js,jayralencar/tcs320-3200,jayralencar/teresa,jayralencar/the-lord-of-the-rings-avatars,jayralencar/TournamenterApp,jayralencar/tracking.js,jayralencar/ui-ace","JavaScript,JavaScript,JavaScript,PHP,TypeScript,Arduino,Arduino,HTML,Arduino,None,HTML,HTML,HTML,HTML,None,JavaScript,Ruby,JavaScript,JavaScript,None,PHP,CSS,JavaScript,JavaScript,PHP,None,HTML,PHP,None,PHP,CSS,HTML,JavaScript,JavaScript,JavaScript,Python,C++,JavaScript,JavaScript,PLpgSQL,C++,JavaScript,JavaScript,JavaScript,C,CSS,PHP,PHP,C++,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,CSS,JavaScript,JavaScript,None,JavaScript,None,JavaScript,JavaScript,JavaScript"
victorfsf,"JonnatasCabral/lend,Tiago-Lira/tapioca_cartola,vanessa/pokebattle","Python,Python,Python","victorfsf/cdpath,victorfsf/django-admin-colors,victorfsf/django-iprofile,victorfsf/djurls,victorfsf/docker-bpmn-js-modeler,victorfsf/dotfiles,victorfsf/eva,victorfsf/github-monitor,victorfsf/guri,victorfsf/nlpnet,victorfsf/pickleclip,victorfsf/pure,victorfsf/python-iprofile,victorfsf/RecRecife,victorfsf/testing-cin,victorfsf/URLShort,victorfsf/WebGoat-ngrok-Docker","Shell,Python,Python,Python,JavaScript,Shell,Python,JavaScript,Shell,Python,Python,Shell,Python,CSS,Java,Python,Python"
mateusrevoredo,marcosisocram/fusioness,JavaScript,"mateusrevoredo/alfred-fabric,mateusrevoredo/bullet-train-oh-my-zsh-theme,mateusrevoredo/dotfiles,mateusrevoredo/geeknightrecife.github.io,mateusrevoredo/jsonmapper,mateusrevoredo/koala,mateusrevoredo/mackup,mateusrevoredo/mateusrevoredo.github.io,mateusrevoredo/mediator,mateusrevoredo/osx-playbook,mateusrevoredo/packages,mateusrevoredo/shields,mateusrevoredo/twitter,mateusrevoredo/zeppelin,mateusrevoredo/zsh-osdetection","Python,JavaScript,VimL,None,PHP,Ruby,Python,HTML,CSS,Shell,None,JavaScript,PHP,HTML,None"
Juniorlimaivd,"De-Boa-Nalagoa-DBN/Deep-Logic-Networks,tancredosouza/compiladores,walbermr/frame-forecast","Python,Java,Python","Juniorlimaivd/2017,Juniorlimaivd/Awesome-Swift-Playgrounds,Juniorlimaivd/Competitive-Programming,Juniorlimaivd/competitive-programming-1,Juniorlimaivd/CrackinTheCodeInterview-C-,Juniorlimaivd/FastMarket,Juniorlimaivd/habitica-ios,Juniorlimaivd/Hacktoberfest-Sign-In,Juniorlimaivd/LaunchPad-Playground,Juniorlimaivd/MachineLearningCIn,Juniorlimaivd/Make-a-Pull-Request,Juniorlimaivd/MFRC522_Dragonboard,Juniorlimaivd/NeoBot---Robocode,Juniorlimaivd/socketgalileo,Juniorlimaivd/SPI_Dragonboard_96Boards_Mezzanine,Juniorlimaivd/streetWatcher,Juniorlimaivd/system-design-primer,Juniorlimaivd/thank-you-github,Juniorlimaivd/TournamenterApp,Juniorlimaivd/TransPlace,Juniorlimaivd/ViperTemplate,Juniorlimaivd/WWDC-Collaborators,Juniorlimaivd/XTAudioBeacons","None,Swift,C++,C++,None,C++,Objective-C,HTML,Swift,Python,None,C++,Java,C++,C++,Python,Python,None,JavaScript,Objective-C,Swift,Swift,Objective-C"
frankjuniorr,TaiDoido/Tai-Doido_Android,Java,"frankjuniorr/Android-Screen-Capture,frankjuniorr/B.A.I.A,frankjuniorr/backup_maker,frankjuniorr/csv_to_xml_resources,frankjuniorr/dotfiles,frankjuniorr/frank.lab,frankjuniorr/MeusScripts,frankjuniorr/MusicOrganizer,frankjuniorr/Pincel-de-Som,frankjuniorr/telegram_feed_reader,frankjuniorr/ubuntu_install","Shell,Processing,Shell,Shell,Shell,Processing,Shell,Java,Java,JavaScript,Shell"
leopoldomt,"acportela/p3Kotlin,albertmourato/projetop3,betosousa/projetoif710,chnmel0/projeto-p3,damorim/pbicc,drcabrales/IF1001AvaliacaoDeCadeiras,JoaoPauloLins/IF1001-GithubResearcher,karinegmg/soletta-minning,lsca/hw1-if001,lsca/rss-ex2,lucasbr023/Projetop3-lmc3-nvsfs,mateusc42/IF1001-watchTime,pedrotst/ffj-article,RaissaMorais/TG_Tests,rbonifacio/hephaestus-pl,rjos/CondoApp,thiagomael/xreferences,ViniciusCPSouza/icc_experiments,wcaf07/positivityApp","Kotlin,Java,Java,Java,Java,Java,Java,Java,Java,Java,Java,Java,TeX,Java,Haskell,Java,Python,Python,Java","leopoldomt/cw-omnibus,leopoldomt/lattes-analysis,leopoldomt/memorial-progressao-ufpe,leopoldomt/pbicc","Java,Java,TeX,Java"
hamorim,,,"hamorim/backbone-scrumboard,hamorim/backbone-todo-list,hamorim/cuut,hamorim/gradle-node-plugin,hamorim/hamorim.github.io,hamorim/my-todos,hamorim/nexus,hamorim/recife,hamorim/tracker","Ruby,Ruby,Ruby,Groovy,HTML,JavaScript,Ruby,HTML,Ruby"
